order_id,supplier_id,supplier_reliability_score,region,product_category,transport_mode,order_date,expected_delivery_date,actual_delivery_date,delay_days,weather_risk_index,geopolitical_risk_index,port_congestion_index,inventory_level_units,demand_forecast_units,actual_demand_units,order_value_usd,disruption_flag
ORD-103142,SUP-017,0.619,Latin America,Textiles,Sea,2023-11-01,2023-11-24,2023-11-26,2,0.124,0.069,0.154,300.7,380.0,420.7,2183.95,0
ORD-103143,SUP-036,0.714,Europe,Machinery,Road,2024-06-09,2024-06-13,2024-06-13,0,0.196,0.146,0.026,455.3,593.9,525.8,3295.97,0
ORD-103144,SUP-018,0.727,Middle East/Africa,Pharma,Road,2023-02-16,2023-02-21,2023-02-21,0,0.4,0.004,0.018,348.6,438.3,357.5,8257.87,0
ORD-103145,SUP-005,0.967,Middle East/Africa,Automotive Parts,Road,2023-06-11,2023-06-17,2023-06-17,0,0.405,0.323,0.011,579.3,489.2,424.5,8407.5,0
ORD-103146,SUP-015,0.574,Middle East/Africa,Machinery,Road,2023-01-28,2023-02-03,2023-02-03,0,0.31,0.16,0.07,511.0,514.3,545.3,14978.15,0
ORD-103147,SUP-007,0.877,Latin America,Textiles,Sea,2023-02-13,2023-03-05,2023-03-05,0,0.812,0.352,0.166,562.4,252.8,255.9,2214.34,0
ORD-103148,SUP-035,0.443,Middle East/Africa,Machinery,Road,2023-08-29,2023-09-01,2023-09-02,1,0.263,0.366,0.0,588.7,493.5,279.2,1753.12,0
ORD-103149,SUP-015,0.574,Middle East/Africa,Textiles,Road,2023-11-22,2023-11-25,2023-11-25,0,0.0,0.414,0.088,393.1,324.8,327.5,7118.08,0
ORD-103150,SUP-017,0.619,Asia Pacific,Textiles,Road,2024-06-02,2024-06-07,2024-06-07,0,0.163,0.0,0.04,796.1,358.7,399.0,4071.49,0
ORD-103151,SUP-031,0.712,North America,Pharma,Sea,2024-08-06,2024-08-27,2024-08-27,0,0.011,0.195,0.53,638.0,280.1,304.3,8463.16,0
ORD-103152,SUP-023,0.548,Latin America,Machinery,Rail,2023-07-06,2023-07-12,2023-07-12,0,0.396,0.374,0.076,713.0,329.3,363.7,6387.45,0
ORD-103153,SUP-004,0.652,Europe,Electronics,Road,2024-08-21,2024-08-24,2024-08-24,0,0.304,0.086,0.01,354.9,517.6,563.1,11782.84,0
ORD-103154,SUP-039,0.777,Middle East/Africa,Machinery,Road,2023-07-07,2023-07-13,2023-07-13,0,0.84,0.233,0.034,634.6,426.5,501.8,1540.83,0
ORD-103155,SUP-026,0.782,Asia Pacific,Machinery,Road,2024-07-07,2024-07-11,2024-07-11,0,0.367,0.397,0.085,422.0,518.1,396.5,6933.18,0
ORD-103156,SUP-037,0.757,Europe,Machinery,Sea,2023-09-11,2023-10-03,2023-10-03,0,0.042,0.567,0.058,451.7,485.8,446.5,5298.94,0
ORD-103157,SUP-006,0.63,Asia Pacific,Machinery,Sea,2023-11-04,2023-11-27,2023-11-27,0,0.539,0.176,0.364,496.0,406.3,482.5,5986.66,0
ORD-103158,SUP-029,0.765,Middle East/Africa,Textiles,Sea,2023-02-11,2023-03-04,2023-03-04,0,0.655,0.601,0.078,321.0,515.4,495.1,6629.29,0
ORD-103159,SUP-015,0.574,Middle East/Africa,Pharma,Road,2024-05-07,2024-05-11,2024-05-14,3,0.177,0.422,0.078,448.2,455.6,469.7,17579.78,1
ORD-103160,SUP-005,0.967,Middle East/Africa,Textiles,Sea,2023-01-13,2023-02-03,2023-02-04,1,0.23,0.22,0.015,296.2,177.4,176.9,4486.2,1
ORD-103161,SUP-015,0.574,North America,Textiles,Road,2024-09-13,2024-09-17,2024-09-17,0,0.551,0.0,0.048,536.8,426.9,414.3,5077.44,0
ORD-103162,SUP-031,0.712,Latin America,Electronics,Road,2023-07-22,2023-07-26,2023-07-27,1,0.417,0.068,0.07,593.4,483.8,507.6,1076.64,0
ORD-103163,SUP-007,0.877,Middle East/Africa,Electronics,Road,2023-11-27,2023-11-30,2023-12-16,16,0.218,0.541,0.066,530.4,405.7,360.0,3561.92,1
ORD-103164,SUP-021,0.656,Asia Pacific,Automotive Parts,Road,2024-05-23,2024-05-28,2024-05-29,1,0.343,0.25,0.071,686.0,481.0,445.5,9809.55,0
ORD-103165,SUP-004,0.652,North America,Pharma,Sea,2023-05-12,2023-06-01,2023-06-01,0,0.637,0.147,0.013,720.9,346.8,320.4,5903.02,0
ORD-103166,SUP-012,0.612,Middle East/Africa,FMCG,Rail,2024-02-08,2024-02-14,2024-02-15,1,0.107,0.092,0.096,593.2,566.5,588.0,8025.0,0
ORD-103167,SUP-015,0.574,Latin America,Automotive Parts,Road,2023-08-12,2023-08-16,2023-08-16,0,0.426,0.108,0.081,348.2,494.1,422.3,10292.67,0
ORD-103168,SUP-009,0.768,North America,FMCG,Road,2023-06-13,2023-06-18,2023-06-18,0,0.329,0.219,0.073,315.1,369.9,356.4,11948.22,0
ORD-103169,SUP-032,0.702,Latin America,Machinery,Road,2023-11-06,2023-11-09,2023-11-09,0,0.003,0.046,0.024,451.3,620.6,682.3,2304.41,0
ORD-103170,SUP-016,0.842,Europe,Textiles,Rail,2023-02-05,2023-02-14,2023-02-14,0,0.617,0.408,0.057,674.8,549.1,653.7,6228.43,0
ORD-103171,SUP-007,0.877,Latin America,Pharma,Road,2024-05-30,2024-06-02,2024-06-02,0,0.31,0.27,0.096,565.5,490.7,410.7,4880.83,0
ORD-103172,SUP-009,0.768,Europe,Automotive Parts,Road,2023-01-01,2023-01-04,2023-01-04,0,0.42,0.125,0.055,626.6,464.8,472.8,7245.47,0
ORD-103173,SUP-010,0.898,North America,Automotive Parts,Rail,2023-08-26,2023-09-04,2023-09-04,0,0.277,0.297,0.014,637.9,451.4,362.5,6705.49,0
ORD-103174,SUP-026,0.782,Latin America,Electronics,Road,2023-04-15,2023-04-19,2023-04-19,0,0.28,0.405,0.086,800.2,406.7,379.3,13817.5,0
ORD-103175,SUP-018,0.727,Asia Pacific,Automotive Parts,Road,2023-04-13,2023-04-18,2023-04-18,0,0.0,0.349,0.037,498.8,575.3,547.5,8401.59,0
ORD-103176,SUP-030,0.76,North America,Textiles,Road,2024-06-22,2024-06-27,2024-06-29,2,0.519,0.175,0.049,659.8,138.6,144.9,4669.85,1
ORD-103177,SUP-038,0.957,Asia Pacific,Electronics,Sea,2024-06-22,2024-07-15,2024-07-16,1,0.309,0.104,0.268,481.9,421.3,393.0,5056.31,0
ORD-103178,SUP-003,0.783,Middle East/Africa,Textiles,Sea,2024-06-13,2024-07-05,2024-07-05,0,0.23,0.372,0.371,677.8,568.9,469.0,6186.3,0
ORD-103179,SUP-037,0.757,Asia Pacific,Pharma,Rail,2024-02-22,2024-03-02,2024-03-08,6,0.498,0.173,0.07,508.1,467.3,521.7,2087.34,1
ORD-103180,SUP-023,0.548,North America,Machinery,Road,2023-11-05,2023-11-10,2023-11-12,2,0.479,0.078,0.058,382.5,285.3,219.9,3882.72,1
ORD-103181,SUP-021,0.656,Middle East/Africa,Automotive Parts,Road,2023-07-02,2023-07-08,2023-07-17,9,0.387,0.607,0.012,384.7,433.4,464.7,3706.22,1
ORD-103182,SUP-010,0.898,Middle East/Africa,Machinery,Road,2024-05-04,2024-05-08,2024-05-08,0,0.129,0.378,0.064,593.3,428.3,354.5,3184.89,0
ORD-103183,SUP-024,0.818,Europe,Automotive Parts,Air,2023-08-31,2023-09-02,2023-09-02,0,0.245,0.0,0.034,265.3,519.1,535.8,6899.95,0
ORD-103184,SUP-016,0.842,Middle East/Africa,Machinery,Air,2024-07-15,2024-07-17,2024-07-17,0,0.159,0.122,0.08,463.3,290.5,295.8,1293.2,0
ORD-103185,SUP-003,0.783,Latin America,Textiles,Rail,2024-05-20,2024-05-26,2024-05-26,0,0.306,0.503,0.043,578.9,507.2,500.8,6682.17,0
ORD-103186,SUP-033,0.8,Latin America,Machinery,Sea,2024-09-14,2024-10-04,2024-10-13,9,0.358,0.39,0.206,351.5,534.5,504.1,10496.11,1
ORD-103187,SUP-032,0.702,North America,Electronics,Sea,2024-04-08,2024-04-29,2024-04-29,0,0.295,0.0,0.559,446.2,507.3,423.1,1918.93,0
ORD-103188,SUP-025,0.704,Latin America,Automotive Parts,Road,2023-11-13,2023-11-18,2023-11-22,4,0.55,0.285,0.079,328.1,444.1,404.1,6877.21,1
ORD-103189,SUP-010,0.898,Asia Pacific,Textiles,Road,2023-01-15,2023-01-21,2023-01-21,0,0.607,0.221,0.074,588.7,186.4,186.8,6136.19,0
ORD-103190,SUP-014,0.805,Middle East/Africa,Electronics,Rail,2023-10-24,2023-11-01,2023-11-12,11,0.585,0.061,0.099,614.4,429.3,495.6,6616.93,1
ORD-103191,SUP-015,0.574,Asia Pacific,Automotive Parts,Road,2024-02-07,2024-02-12,2024-02-12,0,0.041,0.047,0.028,655.5,610.1,669.0,3082.25,0
ORD-103192,SUP-007,0.877,Middle East/Africa,Automotive Parts,Sea,2023-07-06,2023-07-28,2023-07-28,0,0.195,0.131,0.506,424.8,440.6,411.6,4393.0,0
ORD-103193,SUP-001,0.823,Europe,Pharma,Sea,2023-08-26,2023-09-16,2023-09-16,0,0.025,0.068,0.335,347.5,306.7,281.1,4267.67,0
ORD-103194,SUP-033,0.8,Latin America,Automotive Parts,Rail,2023-03-14,2023-03-22,2023-03-23,1,0.118,0.438,0.012,494.7,365.7,430.8,2131.16,0
ORD-103195,SUP-034,0.576,Europe,Electronics,Rail,2024-08-13,2024-08-21,2024-08-21,0,0.175,0.29,0.056,637.1,447.6,429.9,3935.84,0
ORD-103196,SUP-028,0.644,Asia Pacific,FMCG,Rail,2023-11-24,2023-12-03,2023-12-10,7,0.253,0.127,0.001,769.2,340.9,302.4,2248.88,1
ORD-103197,SUP-014,0.805,Asia Pacific,Electronics,Air,2023-12-12,2023-12-16,2023-12-16,0,0.142,0.178,0.023,403.1,603.6,655.6,3147.59,0
ORD-103198,SUP-037,0.757,Middle East/Africa,FMCG,Rail,2024-02-12,2024-02-19,2024-02-19,0,0.432,0.0,0.086,432.5,364.0,411.3,11559.12,0
ORD-103199,SUP-012,,Latin America,FMCG,Rail,2023-09-25,2023-10-01,2023-10-07,6,0.168,0.159,0.082,508.7,296.0,355.0,13663.05,1
ORD-103200,SUP-012,0.612,Middle East/Africa,Textiles,Rail,2024-01-22,2024-01-28,2024-01-28,0,0.432,0.385,0.067,652.0,633.3,414.1,8615.68,0
ORD-103201,SUP-038,0.957,Latin America,Automotive Parts,Road,2023-12-04,2023-12-08,2023-12-08,0,0.162,0.469,0.039,576.9,368.7,355.5,2725.48,0
ORD-103202,SUP-038,0.957,Latin America,Pharma,Rail,2023-04-10,2023-04-18,2023-04-18,0,0.121,0.208,0.007,503.2,486.4,541.7,4744.64,0
ORD-103203,SUP-011,0.936,Latin America,Pharma,Road,2024-08-12,2024-08-15,2024-08-15,0,0.308,0.221,0.056,425.1,745.3,760.3,1324.79,0
ORD-103204,SUP-039,0.777,Middle East/Africa,Textiles,Road,2024-07-15,2024-07-19,2024-07-19,0,0.59,0.0,0.086,774.0,466.2,490.1,5308.74,0
ORD-103205,SUP-036,0.714,Europe,FMCG,Road,2023-07-21,2023-07-26,2023-07-26,0,0.243,0.221,0.005,761.2,502.4,579.2,11811.85,0
ORD-103206,SUP-026,0.782,Europe,Electronics,Sea,2023-10-21,2023-11-13,2023-11-13,0,0.401,0.265,0.243,515.5,405.7,491.1,1224.18,0
ORD-103207,SUP-015,0.574,Asia Pacific,Machinery,Road,2023-09-28,2023-10-02,2023-10-02,0,0.28,0.22,0.067,426.1,487.2,465.4,4999.98,0
ORD-103208,SUP-038,0.957,Latin America,Machinery,Sea,2024-03-10,2024-04-01,2024-04-01,0,0.641,0.244,0.373,448.0,427.0,318.9,3346.94,0
ORD-103209,SUP-003,0.783,North America,Pharma,Rail,2023-01-17,2023-01-25,2023-02-03,9,0.041,0.291,0.097,502.4,576.2,617.1,15244.16,1
ORD-103210,SUP-033,0.8,Latin America,Pharma,Road,2023-09-10,2023-09-14,2023-09-14,0,0.107,0.196,0.009,468.9,362.1,315.8,3587.65,0
ORD-103211,SUP-038,0.957,Latin America,Electronics,Rail,2023-12-15,2023-12-24,2023-12-24,0,0.58,0.368,0.099,746.5,298.4,294.7,3587.93,0
ORD-103212,SUP-016,0.842,Middle East/Africa,Automotive Parts,Rail,2023-08-18,2023-08-24,2023-08-24,0,0.34,0.238,0.051,618.7,568.3,574.4,5241.52,0
ORD-103213,SUP-010,0.898,Middle East/Africa,Pharma,Rail,2024-06-15,2024-06-23,2024-06-25,2,,0.241,0.064,334.3,453.6,496.1,5322.51,1
ORD-103214,SUP-024,0.818,Asia Pacific,Machinery,Road,2024-07-18,2024-07-21,2024-07-21,0,0.18,0.155,0.011,649.0,436.5,430.9,12289.11,0
ORD-103215,SUP-039,0.777,Asia Pacific,Machinery,Rail,2023-10-31,2023-11-09,2023-11-11,2,0.509,0.217,0.03,520.2,325.6,225.0,7589.63,1
ORD-103216,SUP-027,0.793,Middle East/Africa,FMCG,Sea,2024-05-31,2024-06-22,2024-06-22,0,0.222,0.386,0.574,123.2,212.4,177.7,16278.46,0
ORD-103217,SUP-039,0.777,Middle East/Africa,Machinery,Road,2024-03-11,2024-03-17,2024-03-19,2,0.0,0.264,0.082,466.3,362.6,444.8,2291.06,0
ORD-103218,SUP-009,0.768,Middle East/Africa,Pharma,Road,2023-03-06,2023-03-11,2023-03-11,0,0.548,0.04,0.041,581.9,467.4,166.2,13071.25,0
ORD-103219,SUP-012,0.612,Middle East/Africa,Automotive Parts,Rail,2024-02-26,2024-03-05,2024-03-05,0,0.226,0.322,0.031,361.3,597.9,734.3,5640.65,0
ORD-103220,SUP-040,0.607,Asia Pacific,Automotive Parts,Sea,2024-07-25,2024-08-16,2024-08-16,0,0.234,0.321,0.264,718.4,337.5,382.7,5709.45,0
ORD-103221,SUP-009,0.768,Europe,Automotive Parts,Road,2024-06-13,2024-06-16,2024-06-16,0,0.214,0.305,0.093,631.5,398.7,315.2,4544.9,0
ORD-103222,SUP-034,0.576,Latin America,FMCG,Sea,2024-03-09,2024-03-30,2024-03-31,1,0.051,0.211,0.24,740.0,320.6,306.1,5041.67,0
ORD-103223,SUP-029,0.765,North America,Pharma,Road,2023-05-04,2023-05-10,2023-05-11,1,0.33,0.253,0.015,157.9,204.2,199.6,10130.05,0
ORD-103224,SUP-028,0.644,Middle East/Africa,Pharma,Sea,2024-02-06,2024-02-28,2024-02-28,0,0.0,0.296,0.102,464.9,458.1,456.4,1304.74,0
ORD-103225,SUP-022,0.872,Middle East/Africa,Textiles,Road,2023-01-22,2023-01-28,2023-01-28,0,0.252,0.239,0.096,618.7,221.6,169.1,4934.26,0
ORD-103226,SUP-015,0.574,Asia Pacific,Automotive Parts,Air,2023-03-24,2023-03-28,2023-03-28,0,0.231,0.183,0.041,701.0,502.3,470.0,2700.83,0
ORD-103227,SUP-017,0.619,North America,Machinery,Road,2023-06-05,2023-06-10,2023-06-10,0,0.344,0.095,0.094,452.6,479.4,526.6,5445.27,0
ORD-103228,SUP-036,0.714,Asia Pacific,Pharma,Road,2024-06-13,2024-06-19,2024-06-20,1,0.359,0.174,0.063,624.1,586.6,595.4,4701.51,0
ORD-103229,SUP-006,0.63,Europe,Electronics,Road,2024-02-27,2024-03-02,2024-03-02,0,0.224,0.261,0.046,568.2,421.5,510.1,4166.71,0
ORD-103230,SUP-019,0.75,Europe,Electronics,Road,2023-05-19,2023-05-23,2023-05-23,0,0.492,0.387,0.032,237.0,308.1,333.2,2973.37,0
ORD-103231,SUP-019,0.75,Middle East/Africa,Electronics,Road,2023-04-14,2023-04-20,2023-04-20,0,0.631,0.19,0.022,270.1,389.6,390.2,10577.72,0
ORD-103232,SUP-006,0.63,Latin America,Textiles,Rail,2024-08-15,2024-08-24,2024-08-24,0,0.235,0.234,0.063,667.0,406.2,423.1,5990.9,0
ORD-103233,SUP-040,0.607,Latin America,Machinery,Road,2023-07-17,2023-07-21,2023-07-21,0,0.017,0.112,0.028,405.9,355.0,340.5,3856.75,0
ORD-103234,SUP-039,0.777,Latin America,Electronics,Sea,2023-06-28,2023-07-18,2023-07-18,0,0.447,0.076,0.034,587.7,533.9,445.3,11043.71,0
ORD-103235,SUP-029,0.765,Latin America,Electronics,Road,2024-04-21,2024-04-26,2024-04-26,0,0.141,0.081,0.0,643.4,431.9,468.5,10331.16,0
ORD-103236,SUP-008,0.711,Europe,FMCG,Sea,2024-06-09,2024-06-30,2024-07-04,4,0.543,0.066,0.034,425.2,472.2,480.4,4648.53,1
ORD-103237,SUP-010,0.898,Latin America,Textiles,Road,2024-01-21,2024-01-24,2024-01-24,0,0.151,0.066,0.022,515.4,624.5,622.8,2410.13,0
ORD-103238,SUP-022,0.872,Europe,FMCG,Rail,2023-06-15,2023-06-22,2023-06-23,1,0.44,0.3,0.076,437.7,344.1,366.2,8673.32,0
ORD-103239,SUP-022,0.872,Asia Pacific,Electronics,Sea,2024-01-18,2024-02-10,2024-02-10,0,0.397,0.333,0.256,684.4,436.9,566.8,2388.7,0
ORD-103240,SUP-010,0.898,Latin America,Textiles,Road,2023-06-22,2023-06-28,2023-06-28,0,0.137,0.243,0.082,301.3,469.6,433.2,7675.88,0
ORD-103241,SUP-011,0.936,Middle East/Africa,Machinery,Sea,2023-08-15,2023-09-04,2023-09-04,0,0.327,0.263,0.483,592.1,388.3,388.9,13687.77,0
ORD-103242,SUP-011,0.936,Asia Pacific,Machinery,Road,2023-10-14,2023-10-19,2023-10-19,0,0.11,0.173,0.017,637.0,610.7,624.1,1659.95,0
ORD-103243,SUP-018,0.727,Middle East/Africa,Machinery,Sea,2024-05-16,2024-06-05,2024-06-05,0,0.301,0.349,0.412,409.7,730.4,708.0,8222.01,0
ORD-103244,SUP-024,0.818,Asia Pacific,Automotive Parts,Road,2024-03-04,2024-03-10,2024-03-20,10,0.382,0.475,0.041,524.4,460.7,584.7,7636.56,1
ORD-103245,SUP-019,0.75,North America,Textiles,Sea,2023-03-18,2023-04-09,2023-04-25,16,0.359,0.379,0.186,621.5,652.2,825.6,6283.38,1
ORD-103246,SUP-003,0.783,Middle East/Africa,Machinery,Road,2024-03-01,2024-03-06,2024-03-08,2,0.387,0.071,0.059,563.1,379.1,402.1,2673.87,1
ORD-103247,SUP-033,0.8,Latin America,FMCG,Road,2023-10-14,2023-10-20,2023-10-20,0,0.076,0.311,0.052,465.2,210.3,214.9,7789.51,0
ORD-103248,SUP-007,0.877,Middle East/Africa,Textiles,Road,2023-08-22,2023-08-27,2023-09-03,7,0.094,0.37,0.081,546.1,467.9,447.4,5655.88,1
ORD-103249,SUP-028,0.644,North America,Textiles,Road,2024-03-16,2024-03-20,2024-03-20,0,0.411,0.15,0.033,605.5,340.4,357.3,5373.5,0
ORD-103250,SUP-005,0.967,Europe,Electronics,Road,2024-04-18,2024-04-24,2024-04-24,0,0.536,0.049,0.058,593.4,383.3,422.7,6647.86,0
ORD-103251,SUP-030,0.76,Middle East/Africa,Automotive Parts,Road,2024-04-13,2024-04-18,2024-04-23,5,0.537,0.186,0.005,746.1,377.5,325.0,5015.54,1
ORD-103252,SUP-035,0.443,Middle East/Africa,Machinery,Sea,2024-09-22,2024-10-13,2024-10-13,0,0.152,0.125,0.096,271.6,578.1,753.9,7565.55,0
ORD-103253,SUP-005,0.967,Asia Pacific,Automotive Parts,Road,2024-09-23,2024-09-26,2024-09-26,0,0.071,0.231,0.059,625.0,506.6,579.0,2721.63,0
ORD-103254,SUP-018,0.727,Asia Pacific,Pharma,Rail,2024-04-12,2024-04-19,2024-04-19,0,0.282,0.243,0.004,533.5,401.5,319.1,3286.78,0
ORD-103255,SUP-024,0.818,Europe,Automotive Parts,Sea,2024-08-11,2024-08-31,2024-08-31,0,0.456,0.422,0.313,283.6,219.6,220.1,2644.96,0
ORD-103256,SUP-031,0.712,Asia Pacific,Pharma,Sea,2023-07-28,2023-08-19,2023-08-26,7,0.343,0.176,0.13,557.2,329.1,379.3,3613.06,1
ORD-103257,SUP-001,0.823,Latin America,Electronics,Road,2023-02-19,2023-02-23,2023-02-28,5,0.426,0.217,0.006,617.8,384.3,365.6,9364.54,1
ORD-103258,SUP-032,0.702,Asia Pacific,Automotive Parts,Road,2023-11-10,2023-11-14,2023-11-14,0,0.31,0.204,0.075,431.5,377.3,364.4,5250.74,0
ORD-103259,SUP-023,0.548,Europe,Pharma,Sea,2023-02-21,2023-03-15,2023-03-15,0,,0.38,0.091,784.1,354.4,376.1,3261.18,0
ORD-103260,SUP-021,0.656,Asia Pacific,Automotive Parts,Road,2023-02-26,2023-03-01,2023-03-01,0,0.231,0.0,0.006,509.6,510.0,553.2,5472.0,0
ORD-103261,SUP-030,0.76,Asia Pacific,Machinery,Air,2023-01-13,2023-01-18,2023-01-18,0,0.286,0.286,0.03,480.8,399.1,292.8,2499.56,0
ORD-103262,SUP-037,0.757,Latin America,Textiles,Road,2023-05-15,2023-05-18,2023-05-18,0,0.27,0.155,0.03,474.8,459.7,402.9,3913.09,0
ORD-103263,SUP-023,0.548,North America,Machinery,Rail,2023-06-29,2023-07-07,2023-07-09,2,0.405,0.413,0.046,180.8,358.4,301.6,3926.84,0
ORD-103264,SUP-018,0.727,North America,Machinery,Sea,2023-10-28,2023-11-20,2023-11-20,0,0.554,0.139,0.49,736.8,487.6,546.9,5383.44,0
ORD-103265,SUP-003,0.783,Asia Pacific,Textiles,Road,2023-04-10,2023-04-15,2023-04-15,0,0.464,0.106,0.0,678.6,266.0,334.1,3087.84,0
ORD-103266,SUP-018,0.727,Asia Pacific,Electronics,Rail,2024-06-13,2024-06-20,2024-06-21,1,0.0,0.268,0.074,436.6,426.0,415.4,8106.51,1
ORD-103267,SUP-033,0.8,North America,Automotive Parts,Air,2023-01-02,2023-01-06,2023-01-06,0,0.308,0.134,0.049,194.0,452.9,423.6,8175.72,0
ORD-103268,SUP-032,0.702,Asia Pacific,Pharma,Sea,2023-12-22,2024-01-12,2024-01-12,0,0.181,0.134,0.09,253.0,404.9,491.5,14174.54,0
ORD-103269,SUP-037,0.757,Europe,Automotive Parts,Road,2023-02-23,2023-03-01,2023-03-04,3,0.0,0.41,0.09,487.4,382.4,423.4,4255.1,1
ORD-103270,SUP-033,0.8,Europe,Pharma,Road,2024-07-09,2024-07-12,2024-07-12,0,0.541,0.056,0.044,483.2,471.9,440.7,9072.52,0
ORD-103271,SUP-038,0.957,Asia Pacific,Machinery,Rail,2023-10-19,2023-10-28,2023-10-28,0,0.459,0.131,0.008,533.1,578.6,668.3,3270.16,0
ORD-103272,SUP-031,0.712,Asia Pacific,FMCG,Rail,2023-06-12,2023-06-21,2023-06-22,1,0.457,0.498,0.061,540.9,317.3,235.0,5098.45,0
ORD-103273,SUP-011,0.936,Asia Pacific,Automotive Parts,Sea,2024-08-06,2024-08-27,2024-08-27,0,0.043,0.082,0.255,202.0,668.1,804.3,5336.79,0
ORD-103274,SUP-010,0.898,Asia Pacific,FMCG,Rail,2024-01-17,2024-01-23,2024-01-23,0,0.379,0.0,0.099,368.5,364.5,399.9,2666.61,0
ORD-103275,SUP-020,0.762,Europe,Automotive Parts,Rail,2024-05-04,2024-05-13,2024-05-13,0,0.016,0.088,0.029,586.0,405.8,417.6,5565.75,0
ORD-103276,SUP-030,0.76,Asia Pacific,Textiles,Sea,2023-09-03,2023-09-24,2023-09-25,1,0.65,0.211,0.218,635.6,450.9,468.1,2227.46,0
ORD-103277,SUP-032,0.702,Europe,Automotive Parts,Road,2024-09-30,2024-10-05,2024-10-05,0,0.435,0.224,0.03,548.3,450.2,495.5,7214.41,0
ORD-103278,SUP-003,0.783,Latin America,FMCG,Road,2023-03-04,2023-03-07,2023-03-08,1,0.384,0.405,0.065,723.0,480.3,460.1,8536.27,0
ORD-103279,SUP-003,0.783,Middle East/Africa,Electronics,Road,2023-01-07,2023-01-10,2023-01-10,0,0.197,0.427,0.057,615.4,346.4,340.0,2197.14,0
ORD-103280,SUP-034,0.576,Middle East/Africa,FMCG,Sea,2023-02-01,2023-02-23,2023-02-24,1,0.715,0.218,0.394,575.7,159.4,149.8,3212.5,0
ORD-103281,SUP-032,0.702,Latin America,Textiles,Rail,2024-02-01,2024-02-07,2024-02-10,3,0.223,0.311,0.075,539.5,583.5,439.1,3342.79,1
ORD-103282,SUP-027,0.793,Europe,Pharma,Road,2023-04-23,2023-04-27,2023-04-28,1,0.324,0.058,0.014,744.7,336.4,270.5,4327.02,1
ORD-103283,SUP-005,0.967,Middle East/Africa,Automotive Parts,Road,2023-03-13,2023-03-17,2023-03-17,0,0.071,0.33,0.023,594.8,450.3,441.6,8397.35,0
ORD-103284,SUP-026,0.782,Europe,FMCG,Air,2023-09-09,2023-09-11,2023-09-12,1,0.202,0.028,0.023,514.5,641.7,586.5,16701.72,0
ORD-103285,SUP-005,,North America,Automotive Parts,Road,2024-04-05,2024-04-10,2024-04-22,12,0.0,0.263,0.003,586.5,671.1,725.4,10882.67,1
ORD-103286,SUP-028,0.644,Latin America,Textiles,Air,2024-05-05,2024-05-09,2024-05-12,3,0.373,0.092,0.038,752.9,498.7,464.7,5752.07,1
ORD-103287,SUP-039,0.777,Asia Pacific,Machinery,Air,2024-09-29,2024-10-03,2024-10-03,0,0.134,0.092,0.025,514.7,464.8,469.0,2917.73,0
ORD-103288,SUP-026,0.782,North America,Textiles,Road,2024-08-26,2024-08-31,2024-09-19,19,0.358,0.279,0.084,506.0,396.5,418.0,6160.09,1
ORD-103289,SUP-022,0.872,Asia Pacific,Machinery,Air,2023-10-05,2023-10-07,2023-10-07,0,0.042,0.0,0.051,425.7,378.7,462.6,3448.66,0
ORD-103290,SUP-006,0.63,Middle East/Africa,FMCG,Sea,2024-01-05,2024-01-28,2024-02-08,11,0.248,0.046,0.658,636.0,498.0,485.6,4817.29,1
ORD-103291,SUP-017,0.619,Europe,Automotive Parts,Rail,2024-05-31,2024-06-09,2024-06-09,0,0.184,0.154,0.001,393.6,489.8,463.0,9843.55,0
ORD-103292,SUP-028,0.644,North America,Machinery,Road,2023-07-16,2023-07-22,2023-07-22,0,0.029,0.17,0.016,737.0,466.9,429.0,2308.77,0
ORD-103293,SUP-031,0.712,Europe,FMCG,Sea,2024-05-26,2024-06-15,2024-06-15,0,0.354,0.096,0.039,637.4,573.4,591.2,2280.14,0
ORD-103294,SUP-036,0.714,Europe,Textiles,Sea,2024-06-30,2024-07-20,2024-07-20,0,0.645,0.151,0.136,385.9,339.0,364.0,10506.88,0
ORD-103295,SUP-036,0.714,Asia Pacific,Automotive Parts,Air,2023-01-04,2023-01-08,2023-01-08,0,0.392,0.375,0.081,445.2,400.5,352.4,2951.06,0
ORD-103296,SUP-016,0.842,North America,Machinery,Air,2024-09-10,2024-09-12,2024-09-12,0,0.241,0.22,0.05,331.0,412.1,396.9,5499.18,0
ORD-103297,SUP-010,0.898,Latin America,FMCG,Road,2024-04-13,2024-04-18,2024-05-09,21,0.583,0.427,0.079,476.0,372.6,420.5,5919.29,1
ORD-103298,SUP-002,0.788,Latin America,Pharma,Road,2023-09-29,2023-10-04,2023-10-10,6,0.302,0.106,0.073,598.0,257.2,251.6,2136.47,1
ORD-103299,SUP-020,0.762,Middle East/Africa,Textiles,Rail,2024-01-14,2024-01-21,2024-02-06,16,0.444,0.299,0.062,475.3,560.3,454.3,12201.57,1
ORD-103300,SUP-020,0.762,Middle East/Africa,Machinery,Road,2023-09-28,2023-10-04,2023-10-04,0,0.298,0.112,0.018,412.5,442.4,449.3,5900.0,0
ORD-103301,SUP-017,0.619,Middle East/Africa,Automotive Parts,Road,2023-11-16,2023-11-21,2023-11-21,0,0.581,0.252,0.099,723.7,541.1,578.7,4456.9,0
