order_id,supplier_id,supplier_reliability_score,region,product_category,transport_mode,order_date,expected_delivery_date,actual_delivery_date,delay_days,weather_risk_index,geopolitical_risk_index,port_congestion_index,inventory_level_units,demand_forecast_units,actual_demand_units,order_value_usd,disruption_flag,demand_variance_pct,inventory_coverage_ratio,composite_risk_score,order_month,order_weekday,risk_tier
ORD-102852,SUP-008,0.711,Middle East/Africa,FMCG,Road,2024-09-14,2024-09-20,2024-09-20,0,0.295,0.314,0.003,233.9,548.9,535.4,7607.34,0,-2.4594643833120786,0.43686963018304076,0.253,9,Saturday,Low
ORD-102853,SUP-006,0.63,Asia Pacific,Textiles,Road,2023-05-17,2023-05-23,2023-05-23,0,0.295,0.353,0.033,518.7,577.2,605.5,2950.98,0,4.902979902979895,0.8566473988439307,0.297,5,Wednesday,Low
ORD-102854,SUP-014,0.805,Asia Pacific,Pharma,Rail,2024-03-19,2024-03-25,2024-03-25,0,0.592,0.199,0.033,637.0,437.6,402.2,2926.91,0,-8.089579524680081,1.5837891596220786,0.271,3,Tuesday,Low
ORD-102855,SUP-037,0.757,Latin America,Automotive Parts,Road,2024-03-28,2024-04-03,2024-04-11,8,0.149,0.144,0.015,191.5,292.3,290.4,3836.72,1,-0.6500171057133199,0.659435261707989,0.166,3,Thursday,Low
ORD-102856,SUP-015,0.574,Latin America,Pharma,Road,2023-11-07,2023-11-13,2023-11-13,0,0.26,0.35,0.076,535.6,527.7,640.9,14578.81,0,21.451582338449864,0.8356997971602435,0.317,11,Tuesday,Low
ORD-102857,SUP-025,0.704,North America,Pharma,Road,2024-07-24,2024-07-30,2024-07-30,0,0.045,0.255,0.025,550.3,620.5,721.7,1345.99,0,16.309427880741346,0.7625051960648468,0.184,7,Wednesday,Low
ORD-102858,SUP-039,0.777,North America,Pharma,Road,2023-01-23,2023-01-28,2023-01-29,1,0.096,0.032,0.094,535.7,596.3,537.9,1905.0,0,-9.793727989267143,0.9959100204498978,0.134,1,Monday,Low
ORD-102859,SUP-031,0.712,North America,Textiles,Road,2023-04-25,2023-05-01,2023-05-01,0,0.416,0.026,0.055,441.0,482.4,563.1,4665.83,0,16.728855721393046,0.7831646244006393,0.233,4,Tuesday,Low
ORD-102860,SUP-002,0.788,Asia Pacific,Pharma,Road,2024-09-02,2024-09-05,2024-09-06,1,0.296,0.199,0.062,385.8,637.8,583.3,4796.69,0,-8.544998432110381,0.6614092233841935,0.208,9,Monday,Low
ORD-102861,SUP-003,0.783,Middle East/Africa,Electronics,Sea,2023-12-18,2024-01-09,2024-01-09,0,0.607,0.289,0.057,605.8,562.9,654.2,9887.08,0,16.21957718955411,0.9260165087129317,0.305,12,Monday,Low
ORD-102862,SUP-011,0.936,Middle East/Africa,Machinery,Road,2023-01-23,2023-01-26,2023-01-27,1,0.181,0.548,0.042,534.6,371.8,436.0,2528.14,0,17.267348036578802,1.2261467889908257,0.187,1,Monday,Low
ORD-102863,SUP-012,0.612,Asia Pacific,Automotive Parts,Rail,2023-09-15,2023-09-22,2023-09-22,0,0.319,0.109,0.06,686.5,344.8,336.5,6209.86,0,-2.4071925754060355,2.040118870728083,0.266,9,Friday,Low
ORD-102864,SUP-006,0.63,North America,Textiles,Road,2023-09-05,2023-09-08,2023-09-11,3,0.337,0.268,0.029,410.8,701.6,818.1,5215.09,1,16.604903078677307,0.5021391027991688,0.29,9,Tuesday,Low
ORD-102865,SUP-027,0.793,North America,Textiles,Road,2023-06-24,2023-06-28,2023-06-28,0,0.0,0.373,0.051,489.3,459.1,430.3,2714.39,0,-6.27314310607711,1.1371136416453638,0.165,6,Saturday,Low
ORD-102866,SUP-018,0.727,Europe,Textiles,Air,2024-06-08,2024-06-10,2024-06-10,0,0.298,0.311,0.081,723.7,710.0,785.6,10238.53,0,10.647887323943666,0.9212067209775968,0.258,6,Saturday,Low
ORD-102867,SUP-018,0.727,Latin America,Machinery,Rail,2024-01-27,2024-02-02,2024-02-02,0,0.289,0.168,0.017,730.3,495.4,524.9,3049.72,0,5.954784012918854,1.391312630977329,0.218,1,Saturday,Low
ORD-102868,SUP-009,0.768,Europe,FMCG,Sea,2023-02-10,2023-03-02,2023-03-17,15,0.369,0.067,0.136,542.6,549.0,425.9,6214.28,1,-22.42258652094718,1.2740079830946234,0.219,2,Friday,Low
ORD-102869,SUP-022,0.872,Europe,Textiles,Air,2023-02-28,2023-03-03,2023-03-03,0,0.336,0.099,0.074,415.4,365.0,408.7,4185.42,0,11.972602739726025,1.0163934426229508,0.166,2,Tuesday,Low
ORD-102870,SUP-032,0.702,Middle East/Africa,Electronics,Road,2024-05-04,2024-05-09,2024-05-09,0,0.549,0.352,0.003,556.1,469.8,475.9,3029.17,0,1.2984248616432452,1.1685227989073337,0.327,5,Saturday,Low
ORD-102871,SUP-032,0.702,Asia Pacific,Automotive Parts,Road,2023-11-22,2023-11-28,2023-12-05,7,0.151,0.121,0.091,659.3,424.5,454.4,3069.96,1,7.04358068315665,1.4509242957746478,0.195,11,Wednesday,Low
ORD-102872,SUP-035,0.443,Latin America,Electronics,Air,2024-03-22,2024-03-24,2024-03-24,0,0.118,0.0,0.027,387.5,296.0,284.9,6071.55,0,-3.7500000000000075,1.3601263601263602,0.256,3,Friday,Low
ORD-102873,SUP-020,0.762,Asia Pacific,Automotive Parts,Air,2023-01-23,2023-01-25,2023-01-25,0,0.519,0.028,0.053,617.9,499.5,407.2,8075.88,0,-18.47847847847848,1.5174361493123771,0.238,1,Monday,Low
ORD-102874,SUP-035,0.443,Middle East/Africa,Automotive Parts,Road,2023-05-19,2023-05-23,2023-05-23,0,0.012,0.091,0.081,576.7,496.4,453.1,11811.32,0,-8.72280419016921,1.2727874641359525,0.256,5,Friday,Low
ORD-102875,SUP-006,0.63,North America,Pharma,Road,2023-11-09,2023-11-12,2023-11-15,3,0.264,0.107,0.094,591.7,383.8,448.7,4087.66,1,16.909848879624796,1.3186984622242033,0.25,11,Thursday,Low
ORD-102876,SUP-003,0.783,Middle East/Africa,Textiles,Road,2023-09-09,2023-09-14,2023-09-18,4,0.43,0.202,0.082,467.2,328.0,417.1,5124.97,1,27.16463414634147,1.1201150803164708,0.247,9,Saturday,Low
ORD-102877,SUP-015,0.574,Latin America,Electronics,Air,2024-09-13,2024-09-17,2024-09-23,6,0.558,0.078,0.034,578.7,459.1,577.0,3174.31,1,25.680679590503154,1.002946273830156,0.331,9,Friday,Medium
ORD-102878,SUP-038,0.957,Asia Pacific,Pharma,Rail,2024-06-30,2024-07-08,2024-07-09,1,0.381,0.17,0.053,457.5,683.1,712.6,2580.58,0,4.318547796808666,0.6420151557676116,0.154,6,Sunday,Low
ORD-102879,SUP-031,0.712,Europe,Pharma,Sea,2024-01-18,2024-02-09,2024-02-09,0,0.051,0.199,0.335,310.3,272.2,320.7,5445.59,0,17.81778104335048,0.9675709385718742,0.218,1,Thursday,Low
ORD-102880,SUP-038,0.957,Middle East/Africa,Textiles,Road,2023-04-16,2023-04-22,2023-04-22,0,0.068,0.107,0.045,520.8,504.2,418.9,3497.3,0,-16.91788972629909,1.2432561470518022,0.062,4,Sunday,Low
ORD-102881,SUP-036,0.714,Europe,Automotive Parts,Rail,2023-08-13,2023-08-20,2023-08-20,0,0.157,0.119,0.031,528.8,546.4,557.0,2121.01,0,1.9399707174231375,0.9493716337522441,0.182,8,Sunday,Low
ORD-102882,SUP-006,0.63,Asia Pacific,Textiles,Sea,2023-06-10,2023-07-03,2023-07-03,0,0.297,0.078,0.374,541.8,367.7,374.5,5061.85,0,1.8493336959477868,1.4467289719626166,0.294,6,Saturday,Low
ORD-102883,SUP-007,0.877,Asia Pacific,Automotive Parts,Air,2023-04-30,2023-05-05,2023-05-05,0,0.203,0.37,0.04,524.8,511.5,555.9,7011.05,0,8.680351906158354,0.9440546860946213,0.18,4,Sunday,Low
ORD-102884,SUP-020,0.762,Latin America,Pharma,Rail,2023-06-06,2023-06-13,2023-06-20,7,0.203,0.372,0.018,590.2,206.9,225.4,7996.01,1,8.941517641372645,2.6184560780834074,0.223,6,Tuesday,Low
ORD-102885,SUP-035,0.443,Latin America,FMCG,Sea,2023-04-27,2023-05-19,2023-05-19,0,0.0,0.062,0.018,578.1,454.0,513.0,7289.23,0,12.995594713656388,1.1269005847953217,0.238,4,Thursday,Low
ORD-102886,SUP-025,0.704,Latin America,Textiles,Rail,2023-01-11,2023-01-19,2023-01-31,12,0.259,0.31,0.044,645.9,538.8,455.5,3603.24,1,-15.460282108389006,1.4180021953896815,0.252,1,Wednesday,Low
ORD-102887,SUP-007,0.877,North America,Textiles,Road,2024-04-21,2024-04-27,2024-04-27,0,0.132,0.146,0.007,410.4,343.2,344.3,1691.04,0,0.32051282051282715,1.1919837351147253,0.112,4,Sunday,Low
ORD-102888,SUP-034,0.576,Asia Pacific,FMCG,Sea,2024-04-09,2024-04-29,2024-04-29,0,0.571,0.0,0.253,534.1,500.2,442.2,2480.92,0,-11.595361855257897,1.207824513794663,0.35,4,Tuesday,Medium
ORD-102889,SUP-019,0.75,Asia Pacific,Textiles,Road,2023-07-14,2023-07-19,2023-07-19,0,0.193,0.221,0.072,375.3,601.4,657.1,4597.18,0,9.261722647156642,0.5711459443007153,0.203,7,Friday,Low
ORD-102890,SUP-025,0.704,Asia Pacific,FMCG,Road,2023-08-19,2023-08-23,2023-08-24,1,0.269,0.0,0.051,404.1,566.5,421.9,16315.87,0,-25.525154457193295,0.9578099075610336,0.193,8,Saturday,Low
ORD-102891,SUP-028,0.644,Middle East/Africa,Electronics,Rail,2024-07-07,2024-07-13,2024-07-25,12,0.316,0.079,0.071,600.2,367.9,287.1,3055.07,1,-21.962489807012766,2.0905607802159527,0.248,7,Sunday,Low
ORD-102892,SUP-039,0.777,Asia Pacific,Textiles,Sea,2023-12-10,2024-01-02,2024-01-02,0,0.425,0.079,0.607,269.6,483.1,423.5,14798.74,0,-12.336990271165394,0.6365997638724912,0.302,12,Sunday,Low
ORD-102893,SUP-036,0.714,Asia Pacific,Textiles,Rail,2024-04-14,2024-04-20,2024-05-01,11,0.161,0.268,0.032,690.1,608.9,533.8,9048.67,1,-12.333716538019383,1.2928062944923193,0.213,4,Sunday,Low
ORD-102894,SUP-036,0.714,Europe,Electronics,Road,2024-07-17,2024-07-23,2024-07-23,0,0.0,0.497,0.073,436.5,550.2,572.9,3029.18,0,4.12577244638312,0.7619130738348753,0.225,7,Wednesday,Low
ORD-102895,SUP-001,0.823,North America,Textiles,Road,2023-09-27,2023-10-03,2023-10-04,1,0.614,0.31,0.013,502.6,451.7,429.8,6902.52,0,-4.848350675226916,1.1693811074918568,0.288,9,Wednesday,Low
ORD-102896,SUP-007,0.877,North America,FMCG,Rail,2023-08-21,2023-08-29,2023-08-30,1,0.115,0.197,0.099,513.6,489.9,398.0,8527.71,0,-18.758930393957947,1.2904522613065328,0.132,8,Monday,Low
ORD-102897,SUP-001,0.823,Middle East/Africa,Machinery,Road,2024-01-23,2024-01-29,2024-01-29,0,0.225,0.361,0.076,563.7,503.1,427.1,4798.09,0,-15.106340687736036,1.3198314212128308,0.211,1,Tuesday,Low
ORD-102898,SUP-036,0.714,Europe,Electronics,Road,2024-07-18,2024-07-22,2024-07-30,8,0.178,0.205,0.042,315.8,251.9,224.5,3824.58,1,-10.87733227471219,1.4066815144766147,0.206,7,Thursday,Low
ORD-102899,SUP-029,0.765,Asia Pacific,Pharma,Road,2024-02-07,2024-02-12,2024-02-12,0,0.332,0.349,0.095,434.5,716.9,857.1,3616.87,0,19.55642349002651,0.506942013767355,0.261,2,Wednesday,Low
ORD-102900,SUP-034,0.576,North America,Automotive Parts,Sea,2024-03-17,2024-04-08,2024-04-08,0,0.207,0.0,0.0,249.4,594.2,640.1,1690.69,0,7.724671827667448,0.38962662084049365,0.221,3,Sunday,Low
ORD-102901,SUP-036,0.714,North America,Automotive Parts,Sea,2023-12-16,2024-01-08,2024-01-08,0,0.064,0.306,0.021,532.9,605.3,693.8,3754.06,0,14.620849165702959,0.7680887863937734,0.195,12,Saturday,Low
ORD-102902,SUP-014,0.805,Europe,Electronics,Road,2024-02-23,2024-02-29,2024-02-29,0,0.239,0.176,0.035,595.0,254.7,242.2,3138.5,0,-4.907734589713388,2.4566473988439306,0.178,2,Friday,Low
ORD-102903,SUP-018,0.727,Middle East/Africa,Electronics,Road,2023-01-21,2023-01-24,2023-01-30,6,0.229,0.345,0.079,299.2,598.9,504.0,6211.12,1,-15.845717148104857,0.5936507936507937,0.247,1,Saturday,Low
ORD-102904,SUP-031,0.712,Europe,Textiles,Air,2023-11-18,2023-11-21,2023-11-22,1,0.159,0.232,0.019,536.6,474.1,461.7,3224.79,0,-2.615481965830001,1.1622265540394197,0.204,11,Saturday,Low
ORD-102905,SUP-027,0.793,Asia Pacific,FMCG,Sea,2023-07-03,2023-07-25,2023-07-25,0,0.27,0.191,0.231,438.8,549.2,529.2,4186.81,0,-3.641660597232338,0.8291761148904006,0.223,7,Monday,Low
ORD-102906,SUP-014,0.805,North America,FMCG,Rail,2024-03-14,2024-03-21,2024-03-23,2,0.495,0.289,0.081,472.2,374.0,437.8,3417.04,0,17.058823529411768,1.0785746916400183,0.272,3,Thursday,Low
ORD-102907,SUP-006,0.63,Asia Pacific,Pharma,Road,2023-12-29,2024-01-03,2024-01-03,0,0.449,0.321,0.027,654.3,603.8,699.7,3964.5,0,15.882742630009952,0.9351150493068456,0.328,12,Friday,Low
ORD-102908,SUP-021,0.656,Asia Pacific,FMCG,Road,2024-04-14,2024-04-20,2024-04-20,0,0.296,0.318,0.099,388.0,131.6,111.7,5746.0,0,-15.121580547112456,3.4735899731423454,0.29,4,Sunday,Low
ORD-102909,SUP-024,0.818,Middle East/Africa,Pharma,Sea,2023-07-29,2023-08-21,2023-08-24,3,0.169,0.108,0.228,360.4,562.5,488.1,3649.19,1,-13.226666666666661,0.7383732841630812,0.171,7,Saturday,Low
ORD-102910,SUP-012,0.612,Asia Pacific,Electronics,Road,2023-04-07,2023-04-11,2023-04-26,15,0.536,0.05,0.042,389.5,457.3,568.5,5829.8,1,24.316641154603104,0.6851363236587511,0.306,4,Friday,Low
ORD-102911,SUP-014,0.805,Europe,Machinery,Air,2023-07-28,2023-07-30,2023-07-30,0,0.0,0.203,0.092,557.6,377.2,375.8,4300.12,0,-0.37115588547189216,1.4837679616817456,0.132,7,Friday,Low
ORD-102912,SUP-032,0.702,Asia Pacific,Electronics,Road,2023-03-09,2023-03-15,2023-03-15,0,0.165,0.443,0.033,515.1,424.2,425.1,11019.18,0,0.21216407355022024,1.2117148906139732,0.254,3,Thursday,Low
ORD-102913,SUP-002,0.788,Europe,Textiles,Road,2024-06-14,2024-06-18,2024-06-25,7,0.212,0.156,0.035,162.8,537.4,473.3,3674.47,1,-11.927800521027162,0.34396788506232834,0.174,6,Friday,Low
ORD-102914,SUP-012,0.612,Europe,Pharma,Rail,2024-08-06,2024-08-13,2024-08-13,0,0.399,0.312,0.063,525.9,460.5,431.2,5023.97,0,-6.362649294245388,1.2196196660482375,0.327,8,Tuesday,Low
ORD-102915,SUP-007,0.877,Europe,Electronics,Road,2024-01-28,2024-01-31,2024-01-31,0,0.0,0.123,0.075,542.5,647.7,774.4,1460.63,0,19.561525397560587,0.7005423553719008,0.085,1,Sunday,Low
ORD-102916,SUP-030,0.76,North America,Electronics,Road,2023-09-28,2023-10-04,2023-10-05,1,0.268,0.251,0.052,397.0,619.2,544.6,2899.06,1,-12.047803617571063,0.7289753947851634,0.221,9,Thursday,Low
ORD-102917,SUP-031,0.712,North America,Pharma,Sea,2023-04-18,2023-05-11,2023-05-11,0,0.187,0.165,0.231,506.6,462.7,422.0,2614.29,0,-8.796196239464013,1.2004739336492891,0.23,4,Tuesday,Low
ORD-102918,SUP-002,0.788,North America,Automotive Parts,Road,2023-03-08,2023-03-11,2023-03-11,0,0.358,0.089,0.09,392.9,417.6,413.1,7987.78,0,-1.0775862068965516,0.9511014282256112,0.206,3,Wednesday,Low
ORD-102919,SUP-035,0.443,Middle East/Africa,FMCG,Air,2023-10-12,2023-10-16,2023-10-16,0,0.365,0.404,0.045,463.9,460.1,531.3,9703.84,0,15.474896761573556,0.873141351402221,0.402,10,Thursday,Medium
ORD-102920,SUP-030,0.76,North America,Automotive Parts,Sea,2023-01-07,2023-01-27,2023-01-27,0,0.408,0.388,0.101,421.0,450.6,451.0,10821.83,0,0.08877052818463764,0.9334811529933481,0.291,1,Saturday,Low
ORD-102921,SUP-016,0.842,Latin America,Electronics,Road,2024-03-13,2024-03-16,2024-03-16,0,0.68,0.232,0.033,638.0,396.2,433.4,4102.59,0,9.389197375063096,1.4720812182741116,0.285,3,Wednesday,Low
ORD-102922,SUP-038,0.957,Middle East/Africa,Electronics,Road,2024-06-24,2024-06-27,2024-06-27,0,0.646,0.027,0.027,779.5,422.1,360.2,5402.92,0,-14.664771381189299,2.1640755136035534,0.188,6,Monday,Low
ORD-102923,SUP-030,0.76,Latin America,Machinery,Rail,2024-07-31,2024-08-06,2024-08-17,11,0.414,0.261,0.08,323.1,360.4,369.6,3954.31,1,2.552719200887915,0.8741883116883117,0.264,7,Wednesday,Low
ORD-102924,SUP-015,0.574,Europe,FMCG,Road,2023-02-14,2023-02-17,2023-03-12,23,0.286,0.394,0.0,667.5,539.0,518.9,8582.62,1,-3.729128014842305,1.28637502408942,0.321,2,Tuesday,Low
ORD-102925,SUP-004,0.652,Asia Pacific,Pharma,Road,2023-04-25,2023-04-30,2023-04-30,0,0.326,0.084,0.053,694.5,308.7,350.1,8247.74,0,13.411078717201178,1.9837189374464437,0.245,4,Tuesday,Low
ORD-102926,SUP-008,0.711,Asia Pacific,Pharma,Sea,2024-07-16,2024-08-08,2024-08-08,0,0.431,0.257,0.54,484.4,446.9,509.6,8797.92,0,14.029984336540624,0.9505494505494505,0.356,7,Tuesday,Medium
ORD-102927,SUP-013,0.8,Europe,Textiles,Road,2023-09-12,2023-09-18,2023-09-22,4,0.258,0.185,0.025,433.6,552.6,514.9,9665.43,1,-6.822294607310902,0.8421052631578948,0.185,9,Tuesday,Low
ORD-102928,SUP-027,0.793,North America,Automotive Parts,Air,2024-09-08,2024-09-10,2024-09-10,0,0.432,0.251,0.091,556.7,560.3,721.2,1983.33,0,28.716758879171888,0.7719079312257349,0.255,9,Sunday,Low
ORD-102929,SUP-024,0.818,North America,Machinery,Road,2024-07-12,2024-07-15,2024-07-15,0,0.567,0.107,0.022,400.0,515.8,437.3,7464.31,0,-15.219077161690567,0.914703864623828,0.239,7,Friday,Low
ORD-102930,SUP-004,0.762,Latin America,Electronics,Air,2023-10-06,2023-10-09,2023-10-09,0,0.424,0.0,0.017,659.0,621.6,643.7,3286.78,0,3.5553410553410587,1.0237688364144788,0.204,10,Friday,Low
ORD-102931,SUP-021,0.656,Latin America,Textiles,Road,2023-12-20,2023-12-24,2023-12-27,3,0.286,0.274,0.062,441.6,510.4,504.3,6849.35,0,-1.1951410658307144,0.8756692444973231,0.273,12,Wednesday,Low
ORD-102932,SUP-004,0.652,North America,Automotive Parts,Road,2023-12-25,2023-12-28,2023-12-29,1,0.379,0.393,0.023,604.1,415.3,390.1,4787.82,0,-6.0679027209246295,1.5485772878749038,0.316,12,Monday,Low
ORD-102933,SUP-017,0.619,Middle East/Africa,Textiles,Rail,2024-05-30,2024-06-06,2024-06-06,0,0.384,0.0,0.024,457.4,306.6,326.5,7122.77,0,6.490541422048264,1.4009188361408882,0.252,5,Thursday,Low
ORD-102934,SUP-015,0.574,Europe,Textiles,Road,2024-06-28,2024-07-01,2024-07-02,1,0.145,0.0,0.012,659.0,317.2,194.3,6742.42,0,-38.7452711223203,3.3916623777663406,0.208,6,Friday,Low
ORD-102935,SUP-012,0.612,Asia Pacific,FMCG,Sea,2023-10-05,2023-10-26,2023-11-09,14,0.093,0.353,0.213,520.7,653.9,680.8,3479.34,1,4.113778865269915,0.7648354876615747,0.281,10,Thursday,Low
ORD-102936,SUP-014,0.805,Middle East/Africa,Machinery,Rail,2023-01-25,2023-02-02,2023-02-02,0,0.389,0.031,0.097,287.6,553.0,615.1,5699.5,0,11.229656419529842,0.4675662493903431,0.196,1,Wednesday,Low
ORD-102937,SUP-021,0.656,Latin America,Automotive Parts,Road,2023-06-05,2023-06-08,2023-06-08,0,0.0,0.153,0.069,698.7,759.0,681.3,4656.27,0,-10.237154150197634,1.0255394099515633,0.179,6,Monday,Low
ORD-102938,SUP-028,0.644,Latin America,FMCG,Road,2023-04-23,2023-04-28,2023-04-29,1,0.279,0.482,0.014,215.0,339.9,363.4,3821.29,0,6.913798175934099,0.5916345624656026,0.311,4,Sunday,Low
ORD-102939,SUP-004,0.652,Middle East/Africa,Machinery,Road,2024-06-19,2024-06-24,2024-06-24,0,0.076,0.242,0.094,596.2,358.8,292.4,1594.07,0,-18.50613154960982,2.0389876880984956,0.221,6,Wednesday,Low
ORD-102940,SUP-032,0.702,Asia Pacific,Machinery,Rail,2023-01-16,2023-01-25,2023-01-31,6,0.618,0.268,0.037,283.7,448.1,456.9,5792.94,1,1.963847355500994,0.6209236156708251,0.333,1,Monday,Medium
ORD-102941,SUP-029,0.765,Middle East/Africa,Textiles,Sea,2023-10-27,2023-11-19,2023-11-19,0,0.518,0.328,0.448,605.4,483.0,473.6,5452.41,0,-1.9461697722567242,1.2782939189189189,0.356,10,Friday,Medium
ORD-102942,SUP-005,0.967,Middle East/Africa,Automotive Parts,Sea,2024-07-25,2024-08-17,2024-08-17,0,0.21,0.217,0.51,554.5,625.1,460.6,4287.5,0,-26.31578947368421,1.2038645245332176,0.186,7,Thursday,Low
ORD-102943,SUP-035,0.443,Middle East/Africa,FMCG,Sea,2023-12-23,2024-01-15,2024-02-02,18,0.539,0.445,0.192,906.6,542.7,691.7,7924.98,1,27.45531601252994,1.310683822466387,0.475,12,Saturday,Medium
ORD-102944,SUP-027,0.793,North America,Textiles,Air,2024-03-08,2024-03-12,2024-03-12,0,0.295,0.146,0.027,674.7,562.1,580.3,1685.09,0,3.2378580323785684,1.1626744787179046,0.19,3,Friday,Low
ORD-102945,SUP-027,0.793,North America,Pharma,Road,2023-11-21,2023-11-24,2023-11-24,0,0.037,0.116,0.064,567.6,425.2,431.2,21017.83,0,1.4111006585136407,1.316326530612245,0.125,11,Tuesday,Low
ORD-102946,SUP-038,0.957,Latin America,Electronics,Sea,2024-01-03,2024-01-24,2024-01-30,6,0.33,0.296,0.438,381.7,355.0,402.3,2089.12,1,13.323943661971835,0.9487944320159085,0.225,1,Wednesday,Low
ORD-102947,SUP-028,0.644,Asia Pacific,Textiles,Road,2023-03-27,2023-04-01,2023-04-02,1,0.134,0.262,0.066,601.6,366.3,274.3,6155.24,0,-25.116025116025114,2.19321910317171,0.238,3,Monday,Low
ORD-102948,SUP-023,0.548,Asia Pacific,Automotive Parts,Sea,2023-01-29,2023-02-20,2023-02-20,0,0.681,0.261,0.0,478.6,606.7,388.3,2252.57,0,-35.99802208669853,1.2325521503991759,0.403,1,Sunday,Medium
ORD-102949,SUP-019,0.75,Asia Pacific,Textiles,Road,2023-03-09,2023-03-13,2023-03-13,0,0.303,0.422,0.021,683.3,449.5,463.1,4645.15,0,3.025583982202452,1.4754912545886416,0.263,3,Thursday,Low
ORD-102950,SUP-007,0.877,Middle East/Africa,Textiles,Road,2023-12-23,2023-12-28,2024-01-03,6,0.206,0.332,0.055,342.5,528.1,540.9,11206.31,1,2.423783374360908,0.6332039193936033,0.175,12,Saturday,Low
ORD-102951,SUP-010,0.898,Middle East/Africa,Pharma,Road,2023-10-09,2023-10-15,2023-10-15,0,0.171,0.159,0.03,540.8,277.7,346.1,3439.74,0,24.63089665106231,1.5625541750939032,0.12,10,Monday,Low
ORD-102952,SUP-019,0.75,Latin America,Machinery,Road,2023-05-15,2023-05-18,2023-05-18,0,0.322,0.135,0.03,330.8,568.0,610.8,10865.72,0,7.535211267605625,0.5415848068107401,0.212,5,Monday,Low
ORD-102953,SUP-034,0.576,North America,Machinery,Air,2023-03-02,2023-03-06,2023-03-23,17,0.215,0.348,0.099,444.8,261.5,249.2,8694.16,1,-4.703632887189297,1.7849117174959872,0.308,3,Thursday,Low
ORD-102954,SUP-018,0.727,North America,Electronics,Rail,2023-04-09,2023-04-17,2023-04-17,0,0.0,0.139,0.087,303.0,464.3,440.2,12802.47,0,-5.190609519707091,0.688323489323035,0.15,4,Sunday,Low
ORD-102955,SUP-019,0.75,North America,Machinery,Road,2023-01-15,2023-01-21,2023-01-21,0,0.301,0.12,0.065,473.6,386.9,449.8,2885.8,0,16.257430860687528,1.0529124055135617,0.209,1,Sunday,Low
ORD-102956,SUP-019,0.75,Latin America,Pharma,Rail,2023-05-18,2023-05-27,2023-05-27,0,0.0,0.545,0.026,681.7,444.3,464.1,2366.63,0,4.456448345712359,1.468864468864469,0.213,5,Thursday,Low
ORD-102957,SUP-010,0.898,North America,Machinery,Sea,2023-09-13,2023-10-03,2023-10-03,0,0.518,0.0,0.702,686.4,501.5,475.4,12834.1,0,-5.204386839481559,1.4438367690366007,0.276,9,Wednesday,Low
ORD-102958,SUP-008,0.711,Latin America,Electronics,Road,2024-05-31,2024-06-04,2024-06-04,0,0.067,0.353,0.056,644.6,566.1,684.4,4930.24,0,20.897367956191477,0.9418468731735827,0.211,5,Friday,Low
ORD-102959,SUP-002,0.788,Middle East/Africa,Electronics,Road,2023-01-05,2023-01-09,2023-01-10,1,0.468,0.494,0.009,197.4,469.8,373.9,6961.32,0,-20.4129416773095,0.5279486493714898,0.302,1,Thursday,Low
ORD-102960,SUP-039,0.777,Latin America,Textiles,Road,2023-10-23,2023-10-29,2023-10-29,0,0.275,0.322,0.0,638.5,388.4,414.3,4082.84,0,6.668383110195683,1.541153753318851,0.222,10,Monday,Low
ORD-102961,SUP-014,0.805,Europe,FMCG,Road,2024-02-27,2024-03-02,2024-03-02,0,0.174,0.0,0.053,392.4,467.3,373.3,5510.23,0,-20.11555745773593,1.051165282614519,0.129,2,Tuesday,Low
ORD-102962,SUP-039,0.777,Middle East/Africa,Machinery,Rail,2023-01-11,2023-01-18,2023-01-24,6,0.403,0.077,0.022,420.9,546.2,572.3,3159.76,1,4.778469425118987,0.7354534335138914,0.209,1,Wednesday,Low
ORD-102963,SUP-004,0.652,Middle East/Africa,FMCG,Sea,2023-12-02,2023-12-25,2023-12-26,1,0.295,0.276,0.116,535.7,294.6,252.2,3228.47,0,-14.392396469789556,2.124107850911975,0.286,12,Saturday,Low
ORD-102964,SUP-035,0.443,Latin America,Pharma,Sea,2023-05-15,2023-06-07,2023-06-11,4,0.395,0.265,0.244,537.8,623.2,536.8,8173.1,1,-13.863928112965354,1.0018628912071534,0.411,5,Monday,Medium
ORD-102965,SUP-017,0.762,Europe,Pharma,Road,2023-05-21,2023-05-26,2023-05-27,1,0.042,0.329,0.027,747.3,458.7,497.4,8647.55,0,8.43688685415304,1.502412545235223,0.176,5,Sunday,Low
ORD-102966,SUP-008,0.711,Latin America,Automotive Parts,Rail,2023-10-30,2023-11-05,2023-11-05,0,0.13,0.253,0.066,450.4,686.8,492.3,3826.99,0,-28.319743739079783,0.9148892951452365,0.209,10,Monday,Low
ORD-102967,SUP-009,0.768,Middle East/Africa,Automotive Parts,Rail,2024-05-02,2024-05-11,2024-05-11,0,0.234,0.069,0.082,583.2,513.5,548.2,3288.11,0,6.757546251217146,1.0638453119299525,0.177,5,Thursday,Low
ORD-102968,SUP-032,0.702,Asia Pacific,Pharma,Road,2023-01-04,2023-01-07,2023-01-08,1,0.295,0.341,0.061,260.1,484.3,437.0,9978.59,0,-9.76667354945282,0.5951945080091534,0.27,1,Wednesday,Low
